# RuneScape950 cache items ID/name list
# Generated UTC: 2026-09-16T23:32:13.260262200Z
# Source cache: C:\Games\950OpenSource\cache
# Index 19; definitions=63414; named=57837; unnamed=5577; errors=0
# Reference table SHA-256: ff1d2e2e9bb3e2a488bd0e475b957bdbea5276625d4489d64cb5618bf8f014c6
# All actual reference-defined IDs are included. <unnamed> means no display name; errors are reported, never guessed.
# Names come from this950 cache. Items resolve cache template names; conditional NPC/object transforms depend on game state.
# UTF-8, tab-separated; literal tabs/newlines inside names are escaped.
ID	Name	Details
53982	Purple hallowe'en mask	
53983	Purple hallowe'en mask	noted; base=53982
53984	Purple hallowe'en mask	lent; base=53982
53985	Boolap bag mask	
53986	Boolap bag mask	noted; base=53985
53987	Boolap bag mask	lent; base=53985
53988	Boolap Bag Mask token	
53989	Spooky hare mask	
53990	Spooky hare mask	noted; base=53989
53991	Spooky hare mask	lent; base=53989
53992	Spooky Hare Mask token	
53993	Spooky ghost mask	
53994	Spooky ghost mask	noted; base=53993
53995	Spooky ghost mask	lent; base=53993
53996	Spooky Ghost Mask token	
53997	Wraith walk override token	
53998	Prime Gaming November 2022 package	
53999	Prime Gaming November 2022 package	bound; base=53998
54000	Prime Gaming November 2022 package	
54001	Prime Gaming November 2022 package	bound; base=54000
54002	Combat XP lamp	
54003	Sand seed	
54004	Mystical sand seed	
54005	Mystical sand seed	noted; base=54004
54006	Crux Eqal hood	
54007	Crux Eqal hood	noted; base=54006
54008	Sodden note	
54009	Dry note	
54010	Lockbox	
54011	Note	
54012	Note	
54013	Buried note	
54014	Chaos witch's wand	
54015	Cave nightshade	noted; base=2398
54016	Garden of Kharid druid	
54017	Garden of Kharid Crux Eqal knight	
54018	Elemental anima stone	
54019	Catalytic anima stone	
54020	Dungeoneering skill training dummy	
54021	Archaeology skill training dummy	
54022	Demon Hunter Hood	
54023	Demon Hunter Tunic	
54024	Demon Hunter Chausses	
54025	Demon Hunter Gloves	
54026	Demon Hunter Boots	
54027	Demon Hunter Quiver	
54028	Demon Hunter Bow	
54029	Iris	
54030	Iris	
54031	<unnamed>	
54032	Frosty shoulder cape	
54033	Frosty shoulder cape	noted; base=54032
54034	Frozen shoulder cape	
54035	Frozen shoulder cape	noted; base=54034
54036	Elite Fremennik Helmet	
54037	Elite Fremennik Body	
54038	Elite Fremennik Legs	
54039	Elite Fremennik Boots	
54040	Elite Fremennik Gloves	
54041	Mahjarrat's Ritual Hood	
54042	Mahjarrat's Ritual Body	
54043	Mahjarrat's Ritual Legs	
54044	Mahjarrat's Ritual Boots	
54045	Mahjarrat's Ritual Gloves	
54046	Elite Fremennik Hammer	
54047	Elite Fremennik Off-Hand Hammer	
54048	Elite Fremennik 2h Sword	
54049	Elite Fremennik Longbow	
54050	Elite Fremennik Battleaxe	
54051	Elite Fremennik Off-Hand Battleaxe	
54052	Mahjarrat's Ritual Scroll	
54053	Mahjarrat's Ritual Mace	
54054	Mahjarrat's Ritual Off-Hand Mace	
54055	Mahjarrat's Ritual Chakram	
54056	Mahjarrat's Ritual Off-Hand Chakram	
54057	Mahjarrat's Ritual Staff	
54058	Terry	
54059	Terry	
54060	Ice cube	
54061	Ice cube	
54062	Ice spider	
54063	Ice spider	
54064	Ice spider	
54065	Ice spider	
54066	Toy yak	
54067	Stratus Cloud	
54068	Lunite armour piece	
54069	Solite armour piece	
54070	Stratus Cloud Token	
54071	Bank booster bundle	
54072	Bank booster bundle	noted; base=54071
54073	Bank booster bundle	bound; base=54071
54074	Bond aura bundle	
54075	Bond aura bundle	noted; base=54074
54076	Bond aura bundle	bound; base=54074
54077	Callista bundle	
54078	Callista bundle	noted; base=54077
54079	Callista bundle	bound; base=54077
54080	Tz-tot ak bundle	
54081	Tz-tot ak bundle	noted; base=54080
54082	Tz-tot ak bundle	bound; base=54080
54083	Cosmetic bundle	
54084	Cosmetic bundle	noted; base=54083
54085	Cosmetic bundle	bound; base=54083
54086	Bank booster bundle	
54087	Bank booster bundle	noted; base=54086
54088	Bank booster bundle	bound; base=54086
54089	Bond aura bundle	
54090	Bond aura bundle	noted; base=54089
54091	Bond aura bundle	bound; base=54089
54092	Callista bundle	
54093	Callista bundle	noted; base=54092
54094	Callista bundle	bound; base=54092
54095	Tz-tot ak bundle	
54096	Tz-tot ak bundle	noted; base=54095
54097	Tz-tot ak bundle	bound; base=54095
54098	Cosmetic bundle	
54099	Cosmetic bundle	noted; base=54098
54100	Cosmetic bundle	bound; base=54098
54101	Empty bucket pack	
54102	Christmas wrapping paper	
54103	Portable Snowfall	
54104	Prime Gaming December 2022 package	
54105	Prime Gaming December 2022 package	bound; base=54104
54106	Prime Gaming December 2022 package	
54107	Prime Gaming December 2022 package	bound; base=54106
54108	Collection of Zamorakian notes	
54109	Horn of honour	
54110	Argonlike ore	
54111	Argonlike bar	
54112	Argonlike full helm	
54113	Argonlike platebody	
54114	Argonlike platelegs	
54115	Argonlike gauntlets	
54116	Argonlike boots	
54117	Argonlike battleaxe	
54118	Argonlike kiteshield	
54119	Argonlike chainbody	
54120	Argonlike plateskirt	
54121	Argonlike pickaxe	
54122	Rune pouch	
54123	Empty rune pouch	
54124	One measly fire rune	
54125	Inert fire rune fragments	
54126	Volatile fire rune fragments	
54127	Pouch of white dust	
54128	Soggy pouch of grey paste	
54129	Combat XP lamp	
54130	Prismatic XP lamp	
54131	White Christmas Present	
54132	Blue Christmas Present	
54133	Purple Christmas Present	
54134	Gold Christmas Present	
54135	'Naughty' title scroll	
54136	'Nice' title scroll	
54137	'Aurora' title scroll	
54138	Aurora dye	
54139	Aurora dye	noted; base=54138
54140	Tectonic mask (Aurora)	
54141	Tectonic mask (Aurora)	
54142	Tectonic mask (Aurora)(broken)	
54143	Tectonic robe top (Aurora)	
54144	Tectonic robe top (Aurora)	
54145	Tectonic robe top (Aurora)(broken)	
54146	Augmented tectonic robe top (Aurora)	
54147	Augmented tectonic robe top (Aurora)(uncharged)	
54148	Tectonic robe bottom (Aurora)	
54149	Tectonic robe bottom (Aurora)	
54150	Tectonic robe bottom (Aurora)(broken)	
54151	Augmented tectonic robe bottom (Aurora)	
54152	Augmented tectonic robe bottom (Aurora)(uncharged)	
54153	Sirenic mask (Aurora)	
54154	Sirenic mask (Aurora)	
54155	Sirenic mask (Aurora)(broken)	
54156	Sirenic hauberk (Aurora)	
54157	Sirenic hauberk (Aurora)	
54158	Sirenic hauberk (Aurora)(broken)	
54159	Augmented sirenic hauberk (Aurora)	
54160	Augmented sirenic hauberk (Aurora)(uncharged)	
54161	Sirenic chaps (Aurora)	
54162	Sirenic chaps (Aurora)	
54163	Sirenic chaps (Aurora)(broken)	
54164	Augmented sirenic chaps (Aurora)	
54165	Augmented sirenic chaps (Aurora)(uncharged)	
54166	Malevolent helm (Aurora)	
54167	Malevolent helm (Aurora)	
54168	Malevolent helm (Aurora)(broken)	
54169	Malevolent cuirass (Aurora)	
54170	Malevolent cuirass (Aurora)	
54171	Malevolent cuirass (Aurora)(broken)	
54172	Augmented malevolent cuirass (Aurora)	
54173	Augmented malevolent cuirass (Aurora)(uncharged)	
54174	Malevolent greaves (Aurora)	
54175	Malevolent greaves (Aurora)	
54176	Malevolent greaves (Aurora)(broken)	
54177	Augmented malevolent greaves (Aurora)	
54178	Augmented malevolent greaves (Aurora)(uncharged)	
54179	Drygore mace (Aurora)	
54180	Drygore mace (Aurora)	
54181	Drygore mace (Aurora)(broken)	
54182	Augmented drygore mace (Aurora)	
54183	Augmented drygore mace (Aurora)(uncharged)	
54184	Off-hand drygore mace (Aurora)	
54185	Off-hand drygore mace (Aurora)	
54186	Off-hand drygore mace (Aurora)(broken)	
54187	Augmented off-hand drygore mace (Aurora)	
54188	Augmented off-hand drygore mace (Aurora)(uncharged)	
54189	Drygore rapier (Aurora)	
54190	Drygore rapier (Aurora)	
54191	Drygore rapier (Aurora)(broken)	
54192	Augmented drygore rapier (Aurora)	
54193	Augmented drygore rapier (Aurora)(uncharged)	
54194	Off-hand drygore rapier (Aurora)	
54195	Off-hand drygore rapier (Aurora)	
54196	Off-hand drygore rapier (Aurora)(broken)	
54197	Augmented off-hand drygore rapier (Aurora)	
54198	Augmented off-hand drygore rapier (Aurora)(uncharged)	
54199	Drygore longsword (Aurora)	
54200	Drygore longsword (Aurora)	
54201	Drygore longsword (Aurora)(broken)	
54202	Augmented drygore longsword (Aurora)	
54203	Augmented drygore longsword (Aurora)(uncharged)	
54204	Off-hand drygore longsword (Aurora)	
54205	Off-hand drygore longsword (Aurora)	
54206	Off-hand drygore longsword (Aurora)(broken)	
54207	Augmented off-hand drygore longsword (Aurora)	
54208	Augmented off-hand drygore longsword (Aurora)(uncharged)	
54209	Ascension crossbow (Aurora)	
54210	Ascension crossbow (Aurora)	
54211	Ascension crossbow (Aurora)(broken)	
54212	Augmented ascension crossbow (Aurora)	
54213	Augmented ascension crossbow (Aurora)(uncharged)	
54214	Off-hand ascension crossbow (Aurora)	
54215	Off-hand ascension crossbow (Aurora)	
54216	Off-hand ascension crossbow (Aurora)(broken)	
54217	Augmented off-hand ascension crossbow (Aurora)	
54218	Augmented off-hand ascension crossbow (Aurora)(uncharged)	
54219	Seismic wand (Aurora)	
54220	Seismic wand (Aurora)	
54221	Seismic wand (Aurora)(broken)	
54222	Augmented seismic wand (Aurora)	
54223	Augmented seismic wand (Aurora)(uncharged)	
54224	Seismic singularity (Aurora)	
54225	Seismic singularity (Aurora)	
54226	Seismic singularity (Aurora)(broken)	
54227	Augmented seismic singularity (Aurora)	
54228	Augmented seismic singularity (Aurora)(uncharged)	
54229	Noxious scythe (Aurora)	
54230	Noxious scythe (Aurora)	
54231	Noxious scythe (Aurora)(broken)	
54232	Augmented noxious scythe (Aurora)	
54233	Augmented noxious scythe (Aurora)(uncharged)	
54234	Noxious staff (Aurora)	
54235	Noxious staff (Aurora)	
54236	Noxious staff (Aurora)(broken)	
54237	Augmented noxious staff (Aurora)	
54238	Augmented noxious staff (Aurora)(uncharged)	
54239	Noxious longbow (Aurora)	
54240	Noxious longbow (Aurora)	
54241	Noxious longbow (Aurora)(broken)	
54242	Augmented noxious longbow (Aurora)	
54243	Augmented noxious longbow (Aurora)(uncharged)	
54244	Elite sirenic mask (Aurora)	
54245	Elite sirenic mask (Aurora)	
54246	Elite sirenic mask (Aurora)(broken)	
54247	Elite sirenic hauberk (Aurora)	
54248	Elite sirenic hauberk (Aurora)	
54249	Elite sirenic hauberk (Aurora)(broken)	
54250	Augmented elite sirenic hauberk (Aurora)	
54251	Augmented elite sirenic hauberk (Aurora)(uncharged)	
54252	Elite sirenic chaps (Aurora)	
54253	Elite sirenic chaps (Aurora)	
54254	Elite sirenic chaps (Aurora)(broken)	
54255	Augmented elite sirenic chaps (Aurora)	
54256	Augmented elite sirenic chaps (Aurora)(uncharged)	
54257	Elite tectonic mask (Aurora)	
54258	Elite tectonic mask (Aurora)	
54259	Elite tectonic mask (Aurora)(broken)	
54260	Elite tectonic robe top (Aurora)	
54261	Elite tectonic robe top (Aurora)	
54262	Elite tectonic robe top (Aurora)(broken)	
54263	Augmented elite tectonic robe top (Aurora)	
54264	Augmented elite tectonic robe top (Aurora)(uncharged)	
54265	Elite tectonic robe bottom (Aurora)	
54266	Elite tectonic robe bottom (Aurora)	
54267	Elite tectonic robe bottom (Aurora)(broken)	
54268	Augmented elite tectonic robe bottom (Aurora)	
54269	Augmented elite tectonic robe bottom (Aurora)(uncharged)	
54270	Khopesh of Tumeken (Aurora)	
54271	Khopesh of Tumeken (Aurora)	
54272	Khopesh of Tumeken (Aurora)(broken)	
54273	Augmented khopesh of Tumeken (Aurora)	
54274	Augmented khopesh of Tumeken (Aurora)(uncharged)	
54275	Khopesh of Elidinis (Aurora)	
54276	Khopesh of Elidinis (Aurora)	
54277	Khopesh of Elidinis (Aurora)(broken)	
54278	Augmented khopesh of Elidinis (Aurora)	
54279	Augmented khopesh of Elidinis (Aurora)(uncharged)	
54280	Wand of the praesul (Aurora)	
54281	Wand of the praesul (Aurora)	
54282	Wand of the praesul (Aurora)(broken)	
54283	Augmented wand of the praesul (Aurora)	
54284	Augmented wand of the praesul (Aurora)(uncharged)	
54285	Imperium core (Aurora)	
54286	Imperium core (Aurora)	
54287	Imperium core (Aurora)(broken)	
54288	Augmented imperium core (Aurora)	
54289	Augmented imperium core (Aurora)(uncharged)	
54290	Staff of Sliske (Aurora)	
54291	Staff of Sliske (Aurora)	
54292	Staff of Sliske (Aurora)(broken)	
54293	Augmented staff of Sliske (Aurora)	
54294	Augmented staff of Sliske (Aurora)(uncharged)	
54295	Zaros godsword (Aurora)	
54296	Zaros godsword (Aurora)	
54297	Zaros godsword (Aurora)(broken)	
54298	Augmented Zaros godsword (Aurora)	
54299	Augmented Zaros godsword (Aurora)(uncharged)	
54300	Seren godbow (Aurora)	
54301	Seren godbow (Aurora)	
54302	Seren godbow (Aurora)(broken)	
54303	Augmented Seren godbow (Aurora)	
54304	Augmented Seren godbow (Aurora)(uncharged)	
54305	Blightbound crossbow (Aurora)	
54306	Blightbound crossbow (Aurora)	
54307	Blightbound crossbow (Aurora)(broken)	
54308	Augmented blightbound crossbow (Aurora)	
54309	Augmented blightbound crossbow (Aurora)(uncharged)	
54310	Off-hand blightbound crossbow (Aurora)	
54311	Off-hand blightbound crossbow (Aurora)	
54312	Off-hand blightbound crossbow (Aurora)(broken)	
54313	Augmented off-hand blightbound crossbow (Aurora)	
54314	Augmented off-hand blightbound crossbow (Aurora)(uncharged)	
54315	Eldritch crossbow (Aurora)	
54316	Eldritch crossbow (Aurora)	
54317	Eldritch crossbow (Aurora)(broken)	
54318	Augmented eldritch crossbow (Aurora)	
54319	Augmented eldritch crossbow (Aurora)(uncharged)	
54320	Fractured Staff of Armadyl (Aurora)	
54321	Fractured Staff of Armadyl (Aurora)	noted; base=54320
54322	Fractured Staff of Armadyl (Aurora)	
54323	Fractured Staff of Armadyl (Aurora)(broken)	
54324	Augmented fractured Staff of Armadyl (Aurora)	
54325	Augmented fractured Staff of Armadyl (Aurora)(uncharged)	
54326	Dark Shard of Leng (Aurora)	
54327	Dark Shard of Leng (Aurora)	
54328	Dark Shard of Leng (Aurora)(broken)	
54329	Augmented Dark Shard of Leng (Aurora)	
54330	Augmented Dark Shard of Leng (Aurora)(uncharged)	
54331	Dark Sliver of Leng (Aurora)	
54332	Dark Sliver of Leng (Aurora)	
54333	Dark Sliver of Leng (Aurora)(broken)	
54334	Augmented Dark Sliver of Leng (Aurora)	
54335	Augmented Dark Sliver of Leng (Aurora)(uncharged)	
54336	Ek-ZekKil (Aurora)	
54337	Ek-ZekKil (Aurora)	
54338	Ek-ZekKil (Aurora)(broken)	
54339	Augmented Ek-ZekKil (Aurora)	
54340	Augmented Ek-ZekKil (Aurora)(uncharged)	
54341	Bow of the Last Guardian (Aurora)	
54342	Bow of the Last Guardian (Aurora)	
54343	Bow of the Last Guardian (Aurora)(broken)	
54344	Augmented Bow of the Last Guardian (Aurora)	
54345	Augmented Bow of the Last Guardian (Aurora)(uncharged)	
54346	Humble Bundle December 2022 package	
54347	Humble Bundle December 2022 package	bound; base=54346
54348	Humble Bundle December 2022 package unbuy	
54349	Humble Bundle December 2022 package unbuy	bound; base=54348
54350	Fremennik hunter's friend	
54351	Fremennik hunter's friend	
54352	Fremennik hunter pack	
54353	Fremennik hunter's axe	
54354	Fremennik hunter's off-hand axe	
54355	Fremennik hunter's shield	
54356	Mystery box	
54357	Bits of eight	
54358	Santa costume top	
54359	Santa costume top	noted; base=54358
54360	Santa costume gloves	
54361	Santa costume gloves	noted; base=54360
54362	Santa costume legs	
54363	Santa costume legs	noted; base=54362
54364	Santa costume boots	
54365	Santa costume boots	noted; base=54364
54366	Twitch prime january 2023 package	
54367	Twitch prime january 2023 package	noted; base=54366
54368	Twitch prime january 2023 package	bound; base=54366
54369	Twitch prime january 2023 package	
54370	Twitch prime january 2023 package	noted; base=54369
54371	Twitch prime january 2023 package	bound; base=54369
54372	Umbral Mahjarrat's Ritual Hood	
54373	Umbral Mahjarrat's Ritual Body	
54374	Umbral Mahjarrat's Ritual Legs	
54375	Umbral Mahjarrat's Ritual Boots	
54376	Umbral Mahjarrat's Ritual Gloves	
54377	Chaotic Hurricane cosmetic ability scroll	
54378	Chaotic Hurricane cosmetic ability scroll	noted; base=54377
54379	Chaotic Berserk cosmetic ability scroll	
54380	Chaotic Berserk cosmetic ability scroll	noted; base=54379
54381	Azure Sunshine cosmetic ability scroll	
54382	Azure Sunshine cosmetic ability scroll	noted; base=54381
54383	Hero's Return Pack I	
54384	Hero's Return Pack I	bound; base=54383
54385	Hero's Return Pack II	
54386	Hero's Return Pack II	bound; base=54385
54387	Hero's Return Pack III	
54388	Hero's Return Pack III	bound; base=54387
54389	Returner Reward Pack	
54390	Returner Reward Pack	bound; base=54389
54391	Hero's Return Pack I refund	
54392	Hero's Return Pack I refund	bound; base=54391
54393	Hero's Return Pack II refund	
54394	Hero's Return Pack II refund	bound; base=54393
54395	Hero's Return Pack III refund	
54396	Hero's Return Pack III refund	bound; base=54395
54397	Hero's Return prize box	
54398	Returner Reward prize box	
54399	Prime Gaming February 2023 package	
54400	Prime Gaming February 2023 package	bound; base=54399
54401	Prime Gaming February 2023 package	
54402	Prime Gaming February 2023 package	bound; base=54401
54403	Caramel cup	
54404	Hazelnut praline	
54405	Mint fondant	
54406	Almond toffee	
54407	Strawberry creme	
54408	Lemon truffle	
54409	Rose tinted glasses	
54410	Rose tinted glasses	noted; base=54409
54411	Rose tinted glasses	lent; base=54409
54412	Love bird	
54413	Love bird	
54414	Love bug	
54415	Love bug	
54416	Rose petal aura override token	
54417	Rose Petal Aura	
54418	Lovely gift box	
